id,Kanji,Strokes,Grade,"Kanji Classification",JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo","# of On","On within Joyo","Kanji ID in Nelson","# of Meanings of On","Translation of On","# of Kun within Joyo with inflections","# of Kun within Joyo without inflections","Kun within Joyo","# of Meanings of Kun","Translation of Kun","Year of Inclusion"
756,残,10,4,"形声 Phonetic",2,Kabanehen,ザン、のこ-る、のこ-す,,1,zan,2976,2,"remainder; balance",2,1,"noko(ru), noko(su)",12,"remain, be left over; stay, linger; survive. leave behind; keep back; leave undone; reserve; save, amass; bequeath ",1981
757,斬,11,7,"会意 Com. Ideographic",-,"Kin, Onozukuri",ザン、き-る,,1,zan,2384,1,beheading,1,1,ki(ru),2,"kill; cut",2010
758,暫,15,7,"形声 Phonetic",1,"Nichi, Nichihen",ザン,しばら,1,zan,2510,3,"for a while, for a moment; for a long time",0,0,-,0,-,1981
759,士,3,4,"象形 Pictographic",1,Samurai,シ,,1,shi,1117,4,"samurai; man, gentleman; scholar",0,0,-,0,-,1981
760,子,3,1,"象形 Pictographic",4,"Ko, Kohen",シ、ス、こ,み、ね,2,"shi, 	su",1281,8,"viscount, master; child; male; fruit; seed. offspring; the young (of animals) ",1,1,ko,3,"child, offspring; the young (of animals) ",1981
761,支,4,5,"会意 Com. Ideographic",2,Shi,シ、ささ-える,つか,1,shi,2324,1,branch,1,1,sasa(eru),8,"support, maintain, sustain, hold; prop, bolster; check, stem ",1981
762,止,4,2,"象形 Pictographic",3,Tomeru,シ、と-まる、と-める,や,1,shi,2954,12,"stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position",2,1,"to(maru), to(meru)",19,"stop, halt, stand still, pull up; cease, be interrupted, be discontinued; be choked; alight on, perch, roost; be held in position. check; allay (pain); fasten; turn off; detain; forbid to do; dissuade ",1981
763,氏,4,4,"象形 Pictographic",1,Uji,シ、うじ,,1,shi,3020,3,"Mr.; family, clan ",1,1,uji,4,"clan; lineage, birth; surname",1981
764,仕,5,3,"形声 Phonetic",3,"Hito, Ninben, Hitoyane",シ、[ジ]、つか-える,,2,"shi, [ji]",123,2,"official; civil service",1,1,tsuka(eru),2,"serve, work for",1981
765,史,5,4,"会意 Com. Ideographic",2,"Kuchi, Kuchihen",シ,ふみ,1,shi,697,4,"history, chronicles; historian; book",0,0,-,0,-,1981
766,司,5,4,"会意 Com. Ideographic",1,"Kuchi, Kuchihen",シ,ス、ズ、つかさど、つかさ,1,shi,698,2,"official; government office",0,0,-,0,-,1981
767,四,5,1,"指事 Ideographic",4,Kunigamae,シ、よ、よ-つ、よっ-つ、よん,,1,shi,938,1,four,4,3,"yo, yo(tsu), yot(tsu), yon",1,four,1981
768,市,5,2,"象形 Pictographic",2,"Haba, Kinben",シ、いち,か、が,1,shi,1549,3,"city, town; market",1,1,ichi,2,"market; fair",1981
769,矢,5,2,"象形 Pictographic",1,"Ya, Yahen",シ、や,,1,shi,3976,1,arrow,1,1,ya,1,arrow,1981
770,旨,6,7,"会意 Com. Ideographic",1,"Nichi, Nichihen",シ、むね,うま,1,shi,2414,2,"relish, show a liking for ",1,1,mune,5,"purport; principle; instructions; will, thinking",1981
771,死,6,3,"会意 Com. Ideographic",3,Kabanehen,シ、し-ぬ,,1,shi,2968,1,death,1,1,shi(nu),1,die,1981
772,糸,6,1,"会意 Com. Ideographic",2,"Ito, Itohen",シ、いと,,1,shi,4431,2,"thread; one ten-thousandth of a hair",1,1,ito,5,"thread, yarn; gut; string (of a violin); (fish) line  ",1981
773,至,6,6,"会意 Com. Ideographic",1,Itaru,シ、いた-る,,1,shi,4903,8,"go, proceed, come; arrive, reach, attain; result in, lead to ",1,1,ita(ru),8,"go, proceed, come; arrive, reach, attain; result in, lead to ",1981
774,伺,7,7,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",シ、うかが-う,,1,shi,156,7,"visit; ask, inquire, question; hear, be told; implore (a good for an oracle) ",1,1,ukaga(u),7,"visit; ask, inquire, question; hear, be told; implore (a good for an oracle) ",1981
775,志,7,5,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",シ、こころざ-す、こころざし,,1,shi,1785,12,"record; shilling; will, intention, motive; determination; aim; ambition, hopes; gift; kindness; offering (Buddhist) ",2,2,"kokoroza(su), kokorozashi",16,"plan, intend, aim at, aspire to, resolve, determine. will, intention, motive; determination; aim; ambition, hopes; gift; kindness; offering (Buddhist) ",1981
776,私,7,6,"会意 Com. Ideographic",3,"Nogi, Nogihen",シ、わたくし、わたし,,1,shi,4124,2,"I; private affairs",2,2,"watakushi, watashi",3,"I, myself, private (affairs)",1981
777,使,8,3,"形声 Phonetic",3,"Hito, Ninben, Hitoyane",シ、つか-う,,1,shi,196,2,"use; messenger",1,1,tsuka(u),12,"use; handle, manipulate; employ; need, want; spend, consume; speak (English); practice (fencing); take (one's lunch); circulate (bad money)",1981
778,刺,8,7,"形声 Phonetic",2,"Katana, Rittoo",シ、さ-す、さ-さる,とげ,1,shi,480,1,"calling card",2,1,"sa(su), sa(saru)",13,"pierce, thrust, stab, prick; bite, sting; pin down; sew, stitch; put (a runner) out; pole (a boat); stick. be stuck ",1981
779,始,8,3,"形声 Phonetic",3,"Onna, Onnahen",シ、はじ-める、はじ-まる,,1,shi,1203,1,beginning,2,1,"haji(meru), haji(maru)",14,"begin, start, open; date from; (season) sets in; arise, break out; originate in. begin, open, start, originate, inaugurate, initiate ",1981
780,姉,8,2,"形声 Phonetic",3,"Onna, Onnahen",シ、あね,,1,shi,1201,1,"elder sister",1,1,ane,1,"elder sister",1981
781,枝,8,5,"形声 Phonetic",2,"Ki, Kihen",シ、えだ,,1,shi,2591,4,"branch, bow, twig, limb",1,1,eda,4,"branch, bow, twig, limb",1981
782,祉,8,7,"形声 Phonetic",1,"Shimesu, Shimesuhen",シ,,1,shi,4069,1,happiness,0,0,-,0,-,1981
783,肢,8,7,"形声 Phonetic",1,"Niku, Nikuzuki",シ,,1,shi,4768,2,"limbs, arms and legs",0,0,-,0,-,1981
784,姿,9,6,"形声 Phonetic",1,"Onna, Onnahen",シ、すがた,,1,shi,1216,9,"figure, form, shape; appearance, attire; posture; oneself; portrait; aspect",1,1,sugata,9,"figure, form, shape; appearance, attire; posture; oneself; portrait; aspect",1981
785,思,9,2,"形声 Phonetic",3,"Kokoro, Risshinben, Shitagokoro",シ、おも-う,,1,shi,1824,21,"think, believe, judge, esteem; consider, realize; feel like; regard as; anticipate; imagine, suppose, guess; mistake for; recall; intend; desire; love, care for, yearn after; wonder; suspect ",1,1,omo(u),21,"think, believe, judge, esteem; consider, realize; feel like; regard as; anticipate; imagine, suppose, guess; mistake for; recall; intend; desire; love, care for, yearn after; wonder; suspect ",1981
786,指,9,3,"形声 Phonetic",2,Tehen,シ、ゆび、さ-す,,1,shi,2152,1,finger,2,2,"yubi, sa(su)",24,"point to, indicate; name, designate; insert, put into; fill, pour into, drop into (eyes); hold up (an umbrella); wear (a sword); offer (a cup); play; move (in games); rise, flow; be tinged with; point to; proceed to; fix (a day); measure (with a ruler); measure and make (a box); play (chess or checkers). finger ",1981
787,施,9,7,"形声 Phonetic",1,"Hoo, Hoohen",シ、セ、ほどこ-す,の,2,"shi, 	se",2391,6,"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)",1,1,hodoko(su),6,"give alms; conduct (educational work); carry out; administer (first aid); apply (bandages); perform (an operation)",1981
788,師,10,5,"会意 Com. Ideographic",2,"Haba, Kinben",シ,,1,shi,1562,5,"teacher, master; exemplary person; army; war",0,0,-,0,-,1981
789,恣,10,7,"形声 Phonetic",-,"Kokoro, Risshinben, Shitagokoro",シ,ほしいまま,1,shi,1841,4,"self-indulgent, wayward, selfish, arbitrary",0,0,-,0,-,2010
790,紙,10,2,"形声 Phonetic",3,"Ito, Itohen",シ、かみ,,1,shi,4455,1,paper,1,1,kami,1,paper,1981
791,脂,10,7,"形声 Phonetic",2,"Niku, Nikuzuki",シ、あぶら,,1,shi,4808,2,"fat, rouge",1,1,abura,6,"fat, grease, tallow, blubber, lard, suet",1981
792,視,11,6,"形声 Phonetic",1,Miru,シ,み,1,shi,5525,1,"regard as",0,0,-,0,-,1981
793,紫,12,7,"形声 Phonetic",1,"Ito, Itohen",シ、むらさき,,1,shi,4486,2,"purple, violet",1,1,murasaki,3,"purple, violet; soy sauce",1981
794,詞,12,6,"形声 Phonetic",2,"Gon, Gonben",シ,ことば,1,shi,5582,2,"words; poetry",0,0,-,0,-,1981
795,歯,12,3,"形声 Phonetic",2,"Ha, Hahen",シ、は,,1,shi,2961,2,"tooth; age",1,1,ha,3,"tooth, cog, dent",1981
796,嗣,13,7,"会意 Com. Ideographic",1,"Kuchi, Kuchihen",シ,つ,1,shi,868,1,heir,0,0,-,0,-,1981
797,試,13,4,"形声 Phonetic",3,"Gon, Gonben",シ、こころ-みる、ため-す,,1,shi,5611,1,testing,2,2,"kokoro(miru), tame(su)",5,"try, attempt. experiment, test, sample ",1981
798,詩,13,3,"形声 Phonetic",1,"Gon, Gonben",シ,うた,1,shi,5610,2,"poem, poetry",0,0,-,0,-,1981
799,資,13,5,"形声 Phonetic",2,"Kai, Kaihen",シ,もと,1,shi,5803,8,"resources, capital, funds; materials; data; quality, disposition; help ",0,0,-,0,-,1981
800,飼,13,5,"形声 Phonetic",1,"Shoku, Shokuhen",シ、か-う,,1,shi,6685,1,"raising (animals)",1,1,ka(u),3,"raise, keep, feed",1981
801,誌,14,6,"形声 Phonetic",2,"Gon, Gonben",シ,,1,shi,5620,3,"records; document; magazine",0,0,-,0,-,1981
802,雌,14,7,"形声 Phonetic",1,Furutori,シ、め、めす,,1,shi,6506,1,female,2,2,"me, mesu",1,female,1981
803,摯,15,7,"形声 Phonetic",-,Tehen,シ,,1,shi,2260,2,"gift, seriousness",0,0,-,0,-,2010
804,賜,15,7,"形声 Phonetic",1,"Kai, Kaihen",シ、たまわ-る,たまもの、たま,1,shi,5812,5,"deign to, grant, give, bestow on, honor with ",1,1,tamawa(ru),5,"deign to, grant, give, bestow on, honor with ",1981
805,諮,16,7,"形声 Phonetic",1,"Gon, Gonben",シ、はか-る,,1,shi,5663,1,"consult with",1,1,haka(ru),1,"consult with",1981
806,示,5,5,"象形 Pictographic",2,"Shimesu, Shimesuhen",ジ、シ、しめ-す,,2,"ji, 	shi",4060,1,indication,1,1,shime(su),7,"show, indicate, point out, give (an example), signify, display, express",1981
807,字,6,1,"会意 Com. Ideographic",3,"Ko, Kohen",ジ、あざ,,1,ji,1285,4,"character, letter, word, handwriting",1,1,aza,1,"section of a village",1981
808,寺,6,2,"形声 Phonetic",2,Sun,ジ、てら,シ,1,ji,1373,1,temple,1,1,tera,1,temple,1981
809,次,6,3,"象形 Pictographic",2,Akubi,ジ、シ、つ-ぐ、つぎ,と,2,"ji, 	shi",2929,5,"order, sequence; times; next; below ",2,2,"tsu(gu), tsugi",5,"rank next to, come later. next; stage station, stage",1981
810,耳,6,1,"象形 Pictographic",2,"Mimi, Mimihen",ジ、みみ,,1,ji,4715,1,ear,1,1,mimi,6,"ear; edge, border; loop; selvage; bread crusts",1981
811,自,6,2,"象形 Pictographic",3,Mizukara,ジ、シ、みずか-ら,おのずか、おの、よ,2,"ji, 	shi",4900,1,oneself,1,1,mizuka(ra),2,"oneself, personally",1981
812,似,7,5,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",ジ、に-る,,1,ji,138,1,resemble,1,1,ni(ru),1,resemble,1981
813,児,7,4,"象形 Pictographic",2,Hitoashi,ジ、[ニ],こ、ご,2,"ji, [ni]",355,1,child,0,0,-,0,-,1981
814,事,8,3,"会意 Com. Ideographic",3,Haneboo,ジ、[ズ]、こと,シ、つか,2,"ji, [zu]",71,2,"thing, matter",1,1,koto,7,"thing, matter, fact, circumstances, business, reason, experience",1981
815,侍,8,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",ジ、さむらい,シ、はべ,1,ji,192,2,"wait upon, serve",1,1,samurai,2,"warrior, samurai",1981
816,治,8,4,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",ジ、チ、おさ-める、おさ-まる、なお-る、なお-す,,2,"chi, 	ji",3100,13,"peace; government. cure, heal; rule; conserve (resources). govern, manage, regulate; quell, subdue; patch up; heal",4,2,"osa(meru), osa(maru), nao(ru), nao(su)",31,"govern, manage, regulate; quell, subdue; patch up; heal. be at peace; calm down; be settled, be ruled. be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money) ",1981
817,持,9,3,"形声 Phonetic",3,Tehen,ジ、も-つ,チ,1,ji,2151,4,"hold, entertain, maintain, observe (principles)",1,1,mo(tsu),11,"hold, take, have, possess; carry; maintain; have charge of; wear, last long; pay; bear (a grudge)",1981
818,時,10,2,"形声 Phonetic",4,"Nichi, Nichihen",ジ、とき,シ,1,ji,2462,4,"hour, o'clock, time; Buddhist sect originating in the thirteenth century ",1,1,toki,8,"time, hour, moment, occasion; season; opportunity; the times; tense",1981
819,滋,12,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",ジ,シ,1,ji,3238,4,"more and more; be luxuriant; planting; turbidity",0,0,-,0,-,1981
820,慈,13,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",ジ、いつく-しむ,シ,1,ji,1924,3,"love, be affectionate to; pity",1,1,itsuku(shimu),3,"love, be affectionate to; pity",1981
821,辞,13,4,"会意 Com. Ideographic",2,Karai,ジ、や-める,,1,ji,6000,5,"word, term, expression; sentence; an address",1,1,ya(meru),1,resign,1981
822,磁,14,6,"形声 Phonetic",1,"Ishi, Ishihen",ジ,,1,ji,4029,2,"magnetism; porcelain",0,0,-,0,-,1981
823,餌,15,7,"形声 Phonetic",1,"Shoku, Shokuhen",ジ、えさ、え,,1,ji,6690,1,food,2,2,"esa, e",5,"feed, food; bait, prey; tempting profit",2010
824,璽,19,7,"形声 Phonetic",1,"Tama, Oo",ジ,,1,ji,3683,1,"emperor's seal",0,0,-,0,-,1981
825,鹿,11,7,"象形 Pictographic",-,Shika,しか、[か],ロク,0,-,7017,0,-,2,2,"shika, [ka]",1,deer,2010
826,式,6,3,"会意 Com. Ideographic",2,Shikigamae,シキ,ショク、のり,1,shiki,1676,14,"ceremony, rite, function; method, system; style, form, type, plan; formula, expression (in math); model; law; standard ",0,0,-,0,-,1981
827,識,19,5,"形声 Phonetic",2,"Gon, Gonben",シキ,,1,shiki,5704,3,"know, discriminate, write",0,0,-,0,-,1981
828,軸,12,7,"形声 Phonetic",1,"Kuruma, Kurumahen",ジク,,1,jiku,5952,9,"axis; axle; spindle; shaft; pivot; stem, stalk; (pen) holder; scroll picture ",0,0,-,0,-,1981
829,七,2,1,"仮借 Loan",4,Ichi,シチ、なな、なな-つ、[なの],シツ,1,shichi,3,1,seven,3,2,"nana, nana(tsu), [nano]",1,seven,1981
830,叱,5,7,"形声 Phonetic",1,"Kuchi, Kuchihen",シツ、しか-る,,1,shitsu,691,2,"scold, reprove",1,1,shika(ru),2,"scold, reprove",2010
831,失,5,4,"象形 Pictographic",2,Dai,シツ、うしな-う,,1,shitsu,1141,5,"error; fault; disadvantage; loss; demerit",1,1,ushina(u),2,"lose, miss (a chance)",1981
832,室,9,2,"会意 Com. Ideographic",3,Ukanmuri,シツ、むろ,,1,shitsu,1327,4,"room, apartment, compartment, chamber",1,1,muro,3,"greenhouse; (ice) house; cellar",1981
833,疾,10,7,"会意 Com. Ideographic",1,Yamaidare,シツ,や,1,shitsu,3797,2,"illness, disease",0,0,-,0,-,1981
834,執,11,7,"会意 Com. Ideographic",1,"Tsuchi, Tsuchihen",シツ、シュウ、と-る,,2,"shitsu, 	shuu",1039,41,"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess",1,1,to(ru),41,"take, hold, seize, catch, capture; fetch; receive, procure, obtain; adopt (a measure); engage (graduates); choose; order (foodstuffs); pick, pluck; make, produce, eat; set up (camp); charge; administer; transact; take (pains); make out (the meaning); remove; take off (one's hat); take out (spots); strike out (words); weed, catch (fish); deprive of; steal; capture (territory), annex; need, require; reserve (rooms); subscribe to; press (a point home); take (a picture); possess",1981
835,湿,12,7,"会意 Com. Ideographic",2,"Mizu, Sanzui, Shitamizu",シツ、しめ-る、しめ-す,,1,shitsu,3243,3,"dampness, moisture; itch ",2,1,"shime(ru), shime(su)",6,"get damp, get moist, get wet. wet, moisten, dampen ",1981
836,嫉,13,7,"形声 Phonetic",-,"Onna, Onnahen",シツ,,1,shitsu,1255,2,"be jealous, envy",0,0,-,0,-,2010
837,漆,14,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",シツ、うるし,,1,shitsu,3304,2,"lacquer, varnish",1,1,urushi,2,"lacquer, varnish",1981
838,質,15,5,"会意 Com. Ideographic",3,"Kai, Kaihen",シツ、シチ、[チ],ただ,3,"shitsu, shichi, [chi]",5817,8,"substance, matter, quality, temperament. hostage, pawn, pledge, hock ",0,0,-,0,-,1981
839,実,8,3,"会意 Com. Ideographic",2,Ukanmuri,ジツ、み、みの-る,,1,jitsu,1324,8,"truth, reality; sincerity, fidelity; kindness; faith; substance, essence ",2,2,"mi, mino(ru)",10,"ripen; bear fruit. seed, berry, nut, fruit; substance, contents; ingredients; (soup) stock ",1981
840,芝,6,7,"形声 Phonetic",1,Kusakanmuri,しば,シ,0,-,4961,0,-,1,1,shiba,3,"lawn, sod, turf",1981
841,写,5,3,"会意 Com. Ideographic",3,Wakanmuri,シャ、うつ-す、うつ-る,,1,sha,400,3,"be photographed; be projected (on a screen); (light or shadows) fall on",2,1,"utsu(su), utsu(ru)",11,"be photographed; be projected (on a screen); (light or shadows) fall on. copy, transcribe, duplicate, reproduce, trace; describe, picture, photograph",1981
842,社,7,2,"形声 Phonetic",3,"Shimesu, Shimesuhen",シャ、やしろ,,1,sha,4065,5,"Shinto shrine; association; firm, company, office ",1,1,yashiro,1,"Shinto shrine",1981
843,車,7,1,"象形 Pictographic",4,"Kuruma, Kurumahen",シャ、くるま,,1,sha,5939,2,"vehicle, a vehicle load",1,1,kuruma,10,"wheel; vehicle, carriage, wagon; cart, wheelbarrow; go-cart; jinricksha; van, automobile",1981
844,舎,8,5,"会意 Com. Ideographic",1,"Hito, Ninben, Hitoyane",シャ,,1,sha,189,4,"inn; hut, house, mansion",0,0,-,0,-,1981
845,者,8,3,"会意 Com. Ideographic",3,Oikanmuri,シャ、もの,,1,sha,4698,2,"person; thing",1,1,mono,2,"person, somebody",1981
846,射,10,6,"会意 Com. Ideographic",1,Sun,シャ、い-る,,1,sha,1380,2,"archery; shooting",1,1,i(ru),1,shoot,1981
847,捨,11,6,"形声 Phonetic",2,Tehen,シャ、す-てる,,1,sha,2205,13,"throw away, discard, abandon, desert, give up; renounce, relinquish; resign; lay down (one's life); part with; sacrifice; reject, condemn ",1,1,su(teru),13,"throw away, discard, abandon, desert, give up; renounce, relinquish; resign; lay down (one's life); part with; sacrifice; reject, condemn ",1981
848,赦,11,7,"会意 Com. Ideographic",1,Aka,シャ,ゆる,1,sha,5841,1,forgiveness,0,0,-,0,-,1981
849,斜,11,7,"形声 Phonetic",1,Tomasu,シャ、なな-め,,1,sha,2376,2,"slanting, oblique",1,1,nana(me),6,"slanting, diagonal, oblique, askew; unpleasant, disagreeable ",1981
850,煮,12,7,"形声 Phonetic",1,"Hi, Hihen, Renga",シャ、に-る、に-える、に-やす,,1,sha,3437,4,"boil, cook, be cooked, be boiled ",3,1,"ni(ru), ni(eru), ni(yasu)",6,"boil, cook, be cooked, be boiled. boil, cook ",1981
851,遮,14,7,"形声 Phonetic",1,Shinnyoo,シャ、さえぎ-る,,1,sha,6106,3,"interrupt, obstruct, intercept",1,1,saegi(ru),3,"interrupt, obstruct, intercept",1981
852,謝,17,5,"形声 Phonetic",1,"Gon, Gonben",シャ、あやま-る,,1,sha,5687,5,"thank; apologize; decline, refuse; take one's leave ",1,1,ayama(ru),2,"apologize; be floored",1981
853,邪,8,7,"形声 Phonetic",1,Oozato,ジャ,よこしま、や,1,ja,6135,3,"injustice, unrighteousness, wickedness",0,0,-,0,-,1981
854,蛇,11,7,"形声 Phonetic",1,"Mushi, Mushihen",ジャ、ダ、へび,,2,"ja, 	da",5303,3,"snake, serpent; hard drinker",1,1,hebi,1,snake,1981
855,尺,4,6,"象形 Pictographic",1,Shikabane,シャク,セキ,1,shaku,1404,5,"Japanese foot; rule; measure, scale; length",0,0,-,0,-,1981
856,借,10,4,"形声 Phonetic",3,"Hito, Ninben, Hitoyane",シャク、か-りる,,1,shaku,259,1,borrowing,1,1,ka(riru),4,"borrow; have a loan; hire, rent ",1981
857,酌,10,7,"形声 Phonetic",1,"Tori, Torihen",シャク、く-む,,1,shaku,6162,2,"serving sake; the server",1,1,ku(mu),9,"draw (water), ladle, dip, scoop, pump; consider; sympathize with; drink; think ",1981
858,釈,11,7,"会意 Com. Ideographic",1,Nogome,シャク,,1,shaku,6203,1,explanation,0,0,-,0,-,1981
859,爵,17,7,"象形 Pictographic",-,Tsumekanmuri,シャク,,1,shaku,3514,2,"peerage, court rank",0,0,-,0,-,1981
