id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
1614,観察,6453,"light-verb -suru attached",kansatu,observation,R,察,739
2975,診察,2686,"light-verb -suru attached",sinsatu,"medical examination",R,察,739
3576,監察,2030,"light-verb -suru attached",kansatu,inspection,R,察,739
3859,偵察,1765,"light-verb -suru attached",teisatu,"scout out",R,察,739
5663,考察,855,"light-verb -suru attached",koosatu,consideration,R,察,739
7626,洞察,448,"light-verb -suru attached",doosatu,discernment,R,察,739
9811,推察,231,"light-verb -suru attached",suisatu,guess,R,察,739
16726,省察,35,"light-verb -suru attached",seisatu,reflection,R,察,739
18527,拝察,21,"light-verb -suru attached",haisatu,surmise,R,察,739
18710,明察,20,"light-verb -suru attached",meisatu,discernment,R,察,739
19829,巡察,14,"light-verb -suru attached",zyunsatu,"a round of inspection",R,察,739
21582,賢察,8,"light-verb -suru attached",kensatu,discernment,R,察,739
27775,諒察,1,"light-verb -suru attached",ryoosatu,consideration,R,察,739
560,撮影,20623,"light-verb -suru attached",satuei,photography,L,撮,740
19386,撮像,16,"general noun",satuzoo,"taking a picture",L,撮,740
10232,特撮,206,"general noun",tokusatu,"special effects",R,撮,740
22497,擦過,6,"general noun",sakka,abrasion,L,擦,741
3173,摩擦,2422,"light-verb -suru attached",masatu,friction,R,擦,741
1085,雑誌,10967,"general noun",zassi,journal,L,雑,742
2264,雑記,4035,"light-verb -suru attached",zakki,"miscellaneous notes",L,雑,742
4184,雑貨,1532,"general noun",zakka,"miscellaneous goods",L,雑,742
5417,雑草,945,"general noun",zassoo,weed,L,雑,742
5891,雑居,790,"light-verb -suru attached",zakkyo,"living together",L,雑,742
7710,雑談,435,"light-verb -suru attached",zatudan,chatting,L,雑,742
8438,雑踏,349,"light-verb -suru attached",zattoo,congestion,L,雑,742
8547,雑音,338,"general noun",zatuon,noise,L,雑,742
9386,雑学,260,"general noun",zatugaku,"miscellaneous knowledge",L,雑,742
9957,雑煮,222,"general noun",zooni,"soup containing rice cakes and vegetables",L,雑,742
10258,雑穀,204,"general noun",zakkoku,"assorted grains",L,雑,742
10508,雑種,190,"general noun",zassyu,hybrid,L,雑,742
10776,雑用,176,"general noun",zatuyoo,chores,L,雑,742
11054,雑菌,164,"general noun",zakkin,microorganisms,L,雑,742
12016,雑多,127,"adjectival noun, na-adjective",zatta,miscellaneous,L,雑,742
12140,雑念,123,"general noun",zatunen,"idle thoughts",L,雑,742
12191,雑炊,121,"general noun",zoosui,"rice gruel containing vegetables, fish, etc., and seasoned with miso or soy sauce",L,雑,742
13749,雑然,79,"general noun",zatuzen,disorderliness,L,雑,742
14358,雑木,67,"general noun",zatuboku,"various kinds of small trees",L,雑,742
14413,雑技,66,"general noun",zatugi,"performing arts",L,雑,742
14512,雑費,64,"general noun",zappi,"miscellaneous expenses",L,雑,742
14965,雑事,57,"general noun",zatuzi,"miscellaneous matters",L,雑,742
14966,雑食,57,"light-verb -suru attached",zassyoku,omnivorous,L,雑,742
15285,雑言,52,"light-verb -suru attached",zoogon,"foul language",L,雑,742
15363,雑務,51,"general noun",zatumu,"routine tasks or duties",L,雑,742
16424,雑巾,38,"general noun",zookin,house-cloth,L,雑,742
17016,雑魚,32,"general noun",zako,"small fish",L,雑,742
18020,雑文,24,"general noun",zatubun,"literary miscellany",L,雑,742
18324,雑感,22,"general noun",zakkan,"miscellaneous impressions",L,雑,742
18476,雑則,21,"general noun",zassoku,"miscellaneous rules",L,雑,742
19387,雑兵,16,"general noun",zoohyoo,"small fry",L,雑,742
19588,雑役,15,"general noun",zatueki,chore,L,雑,742
20329,雑俳,12,"general noun",zappai,"playful literature originating from haiku",L,雑,742
21613,雑駁,8,"adjectival noun, na-adjective",zappaku,confusion,L,雑,742
22042,雑報,7,"general noun",zappoo,"general news",L,雑,742
22498,雑纂,6,"general noun",zassan,"miscellaneous collection",L,雑,742
23037,雑色,5,"general noun",zassyoku,"assorted colors",L,雑,742
23038,雑品,5,"general noun",zappin,sundries,L,雑,742
23039,雑話,5,"general noun",zatuwa,chitchat,L,雑,742
24378,雑作,3,"general noun",zoosa,trouble,L,雑,742
24379,雑録,3,"general noun",zaturoku,"miscellaneous records",L,雑,742
25370,雑件,2,"general noun",zakken,"assorted matters",L,雑,742
25371,雑婚,2,"light-verb -suru attached",zakkon,promiscuity,L,雑,742
26718,雑歌,1,"general noun",zooka,"miscellaneous poems",L,雑,742
26719,雑観,1,"general noun",zakkan,"newspaper article where the journalist gives their own opinions, etc. on a particular topic",L,雑,742
26720,雑沓,1,"light-verb -suru attached",zattoo,congestion,L,雑,742
26721,雑犬,1,"general noun",zakken,mongrel,L,雑,742
26722,雑書,1,"general noun",zassyo,"assorted books",L,雑,742
26723,雑題,1,"general noun",zatudai,"miscellaneous problems",L,雑,742
1253,複雑,8948,"adjectival noun, na-adjective",hukuzatu,complex,R,雑,742
4118,混雑,1572,"light-verb -suru attached",konzatu,congestion,R,雑,742
8240,煩雑,368,"adjectival noun, na-adjective",hanzatu,complex,R,雑,742
9505,複雑,251,"general noun",hukuzatu,complex,R,雑,742
10143,交雑,210,"general noun",koozatu,hybridization,R,雑,742
12484,粗雑,112,"adjectival noun, na-adjective",sozatu,coarse,R,雑,742
14940,乱雑,58,"adjectival noun, na-adjective",ranzatu,clutter,R,雑,742
16683,猥雑,36,"general noun",waizatu,confusion,R,雑,742
17067,煩雑,32,"general noun",hanzatu,complex,R,雑,742
17808,猥雑,26,"adjectival noun, na-adjective",waizatu,confusion,R,雑,742
21427,乱雑,9,"general noun",ranzatu,clutter,R,雑,742
22724,繁雑,6,"adjectival noun, na-adjective",hanzatu,complex,R,雑,742
26715,錯雑,1,"light-verb -suru attached",sakuzatu,complication,R,雑,742
27511,蕪雑,1,"adjectival noun, na-adjective",buzatu,unpolished,R,雑,742
8989,灰皿,294,"general noun",haizara,ashtray,R,皿,743
11223,大皿,157,"general noun",oozara,"large plate",R,皿,743
13369,小皿,88,"general noun",kozara,"small dish",R,皿,743
20250,火皿,12,"general noun",hizara,"fire grate",R,皿,743
21034,平皿,10,"general noun",hirazara,"flat dish",R,皿,743
23074,受皿,5,"general noun",ukezara,saucer,R,皿,743
823,三振,14420,"light-verb -suru attached",sansin,"strike out",L,三,744
1270,三塁,8869,"general noun",sanrui,"third base",L,三,744
4506,三男,1338,"general noun",sannan,"three sons",L,三,744
7449,三角,474,"general noun",sankaku,triangle,L,三,744
9747,三方,235,"general noun",sanpoo,"three sides",L,三,744
10009,三月,219,"possible to use as an adverb",sangatu,March,L,三,744
10035,三女,217,"general noun",sanzyo,"third daughter",L,三,744
11075,三権,163,"general noun",sanken,"the three powers of government",L,三,744
11653,三蔵,139,"general noun",sanzoo,"three branches of Buddhist sutras",L,三,744
11815,三昧,133,suffix,zanmai,indulgence,L,三,744
11854,三種,132,"general noun",sansyu,"three kinds",L,三,744
12294,三者,118,"general noun",sansya,"three persons",L,三,744
13705,三唱,80,"light-verb -suru attached",sansyoo,"three cheers",L,三,744
15668,三役,47,"general noun",sanyaku,"three highest ranks",L,三,744
16251,三門,40,"general noun",sanmon,"large triple gate to temple",L,三,744
16425,三景,38,"general noun",sankei,"three famous beauty spots",L,三,744
16615,三輪,36,"general noun",sanrin,"three wheels",L,三,744
17115,三脚,31,"general noun",sankyaku,tripod,L,三,744
17707,三叉,26,"general noun",mitumata,"three-pronged fork",L,三,744
18021,三絃,24,"general noun",sangen,"three-stringed instrument",L,三,744
18161,三猿,23,"general noun",sanen,"three wise monkeys",L,三,744
18162,三宝,23,"general noun",sanboo,"three treasures of Buddhism: Buddha, sutras and priesthood",L,三,744
18163,三流,23,"general noun",sanryuu,third-rate,L,三,744
18611,三盆,20,"general noun",sanbon,"fine high-grade Japanese refined sugar",L,三,744
19589,三界,15,"general noun",sangai,"the three realms of existence",L,三,744
19590,三業,15,"general noun",sangyoo,"the three entertainment district enterprises: eating houses, geisha houses, meeting places for assignations, etc.",L,三,744
20062,三軍,13,"general noun",sangun,"great army",L,三,744
20330,三一,12,"general noun",sanpin,"low-ranking samurai",L,三,744
20331,三世,12,"general noun",sanze,"past, present and future existences",L,三,744
21201,三国,9,"general noun",sangoku,"three countries",L,三,744
22043,三水,7,"general noun",sanzui,"kanji ""water"" radical ",L,三,744
22499,三徳,6,"general noun",santoku,"three primary virtues: valour, wisdom and benevolence ",L,三,744
23040,三昧,5,"general noun",sanmai,,L,三,744
23666,三助,4,"general noun",sansuke,"male bathhouse attendant",L,三,744
23667,三葉,4,"general noun",mituba,mitsuba,L,三,744
24380,三面,3,"general noun",sanmen,"three sides",L,三,744
25372,三下,2,"general noun",sansita,"petty underling",L,三,744
25373,三思,2,"light-verb -suru attached",sansi,"deep reflection",L,三,744
26724,三弦,1,"general noun",sangen,"three-stringed instrument",L,三,744
26725,三更,1,"general noun",sankoo,"third watch of the night",L,三,744
26726,三綱,1,"general noun",sankoo,"three bonds",L,三,744
26727,三舎,1,"general noun",sansya,"three days' march",L,三,744
26728,三拝,1,"light-verb -suru attached",sanpai,"adoration which is performed three times or repeatedly",L,三,744
26729,三椏,1,"general noun",mitumata,"Oriental paper bush",L,三,744
17059,二三,32,"possible to use as an adverb",nisan,"two or three",R,三,744
22812,両三,6,"general noun",ryoosan,"two or three",R,三,744
25361,再三,2,"general noun",saisan,"again and again",R,三,744
26572,元三,1,"possible to use as an adverb",ganzan,"New Year's period",R,三,744
26668,高三,1,"general noun",koosan,"third year of high school",R,三,744
3208,山中,2387,"general noun",santyuu,"in the mountains",L,山,745
3309,山岳,2296,"general noun",sangaku,mountains,L,山,745
3689,山頂,1924,"general noun",santyoo,summit,L,山,745
4149,山間,1555,"general noun",sankan,"among the mountains",L,山,745
4197,山積,1521,"light-verb -suru attached",sanseki,"lying in piles",L,山,745
4481,山林,1352,"general noun",sanrin,"mountain forest",L,山,745
4874,山形,1161,"general noun",yamagata,mountain-shape,L,山,745
4888,山村,1155,"general noun",sanson,"mountain village",L,山,745
5718,山手,836,"general noun",yamate,"place near the mountains",L,山,745
6012,山脈,758,"general noun",sanmyaku,"mountain range",L,山,745
6313,山々,681,"general noun",yamayama,mountains,L,山,745
6394,山荘,662,"general noun",sansoo,"mountain villa",L,山,745
6615,山道,612,"general noun",sandoo,"mountain road",L,山,745
6793,山菜,579,"general noun",sansai,"edible wild plants",L,山,745
7506,山水,465,"general noun",sansui,"mountain and water",L,山,745
8170,山地,376,"general noun",santi,"mountainous district",L,山,745
8317,山場,361,"general noun",yamaba,climax,L,山,745
8535,山野,339,"general noun",sanya,"hills and fields",L,山,745
8788,山里,313,"general noun",yamazato,"mountain hamlet",L,山,745
8842,山奥,307,"general noun",yamaoku,"deep in the mountains",L,山,745
9021,山陰,291,"general noun",yamakage,"place in the shade of a mountain",L,山,745
9715,山系,237,"general noun",sankei,"mountain range",L,山,745
9857,山車,228,"general noun",dasi,"festival car",L,山,745
10144,山腹,210,"general noun",sanpuku,hillside,L,山,745
10184,山肌,208,"general noun",yamahada,"mountain's surface",L,山,745
10317,山川,201,"general noun",yamakawa,"mountains and rivers",L,山,745
10564,山麓,187,"general noun",sanroku,"foot of a mountain",L,山,745
10802,山河,175,"general noun",sanga,"mountains and rivers",L,山,745
11236,山内,156,"general noun",sannai,"in the mountains",L,山,745
11264,山海,155,"general noun",sankai,"mountains and seas",L,山,745
11284,山桜,154,"general noun",yamazakura,"mountain cherry",L,山,745
11437,山路,148,"general noun",yamazi,"mountain path",L,山,745
11490,山上,146,"general noun",sanzyoo,"mountain top",L,山,745
11917,山椒,130,"general noun",sansyoo,"Japanese pepper",L,山,745
12099,山伏,124,"general noun",yamabusi,"mountain priest",L,山,745
12226,山吹,120,"general noun",yamabuki,kerria,L,山,745
12580,山門,109,"general noun",sanmon,"main temple gate",L,山,745
13077,山寺,95,"general noun",yamadera,"mountain temple",L,山,745
13667,山元,81,"general noun",yamamoto,"owner of a mountain",L,山,745
13800,山姥,78,"general noun",yamauba,"mountain witch",L,山,745
14695,山側,61,"general noun",yamagawa,mountain-side,L,山,745
14827,山羊,59,"general noun",yagi,goat,L,山,745
14967,山辺,57,"general noun",yamabe,mountain,L,山,745
15028,山芋,56,"general noun",yamaimo,"Japanese yam",L,山,745
15088,山賊,55,"general noun",sanzoku,bandit,L,山,745
15744,山鉾,46,"general noun",yamaboko,"festival float mounted with a decorative halberd",L,山,745
15900,山男,44,"general noun",yamaotoko,giant,L,山,745
15901,山猫,44,"general noun",yamaneko,wildcat,L,山,745
16153,山峡,41,"general noun",yamakai,gorge,L,山,745
16154,山行,41,"general noun",sankoo,"mountain hiking",L,山,745
16155,山人,41,"general noun",sanzin,"mountain folk",L,山,745
16426,山容,38,"general noun",sanyoo,"in the shape or form of a mountain",L,山,745
16519,山陵,37,"general noun",sanryoo,"mountains and hills",L,山,745
16824,山国,34,"general noun",yamaguni,"mountainous country",L,山,745
16825,山女,34,"general noun",yamame,"landlocked masu salmon",L,山,745
16915,山彦,33,"general noun",yamabiko,echo,L,山,745
17017,山家,32,"general noun",yamaga,"mountain villa",L,山,745
17221,山際,30,"general noun",yamagiwa,"mountain ridge",L,山,745
17350,山塊,29,"general noun",sankai,"mountain mass",L,山,745
17708,山猿,26,"general noun",yamazaru,monkey,L,山,745
18478,山懐,21,"general noun",yamahutokoro,"heart of a mountain",L,山,745
18973,山鳥,18,"general noun",yamadori,"copper pheasant",L,山,745
19176,山嵐,17,"general noun",yamaarasi,porcupine,L,山,745
19388,山鳩,16,"general noun",yamabato,"mountain-dwelling turtledove",L,山,745
19591,山師,15,"general noun",yamasi,speculator,L,山,745
19807,山幸,14,"general noun",yamasati,"food of the mountains",L,山,745
19808,山風,14,"general noun",yamakaze,"mountain wind",L,山,745
19809,山稜,14,"general noun",sanryoo,"mountain ridge",L,山,745
19810,山嶺,14,"general noun",sanrei,mountaintop,L,山,745
20063,山葵,13,"general noun",wasabi,wasabi,L,山,745
20332,山山,12,"general noun",yamayama,mountains,L,山,745
20333,山窩,12,"general noun",sanka,"group of mountain nomads",L,山,745
20585,山守,11,"general noun",yamamori,"guardian of a mountain",L,山,745
20586,山盛,11,"light-verb -suru attached",yamamori,heap,L,山,745
20880,山刀,10,"general noun",yamagatana,"woodman's hatchet",L,山,745
21202,山砦,9,"general noun",sansai,"mountain stronghold",L,山,745
21203,山岨,9,"general noun",yamasowa,"mountain cliff",L,山,745
21615,山裾,8,"general noun",yamasuso,"foot or base of a mountain",L,山,745
22500,山立,6,"general noun",yamadati,bandit,L,山,745
23041,山襞,5,"general noun",yamahida,"folds of a mountain",L,山,745
23668,山号,4,"general noun",sangoo,"honorific mountain name prefixed to a temple's name",L,山,745
23669,山霊,4,"general noun",sanrei,"a mountain's guardian deity",L,山,745
24381,山桃,3,"general noun",yamamomo,"wax myrtle",L,山,745
24382,山砲,3,"general noun",sanpoo,"mountain gun",L,山,745
25375,山勘,2,"general noun",yamakan,guesswork,L,山,745
25376,山犬,2,"general noun",yamainu,"Japanese wolf",L,山,745
25377,山塞,2,"general noun",sansai,"mountain stronghold",L,山,745
25378,山繭,2,"general noun",yamamayu,"Japanese oak silkmoth",L,山,745
26732,山気,1,"general noun",yamaki,"speculative spirit",L,山,745
26733,山偏,1,"general noun",yamahen,"kanji ""mountain"" radical at left",L,山,745
26734,山巓,1,"general noun",santen,mountaintop,L,山,745
1921,登山,5117,"light-verb -suru attached",tozan,"mountain climbing",R,山,745
2429,火山,3689,"general noun",kazan,volcano,R,山,745
4489,鉱山,1348,"general noun",koozan,mine,R,山,745
4824,下山,1178,"light-verb -suru attached",gezan,descending,R,山,745
5427,小山,942,"general noun",koyama,hill,R,山,745
7185,銅山,516,"general noun",doozan,"copper mine",R,山,745
7255,本山,506,"general noun",honzan,"head temple",R,山,745
7310,入山,496,"light-verb -suru attached",nyuuzan,"entering a mountain area",R,山,745
7542,氷山,460,"general noun",hyoozan,iceberg,R,山,745
